大分類,大分類名,中分類,中分類名,小分類,小分類名,細分類,細分類名
2,日用品,22,ＯＴＣ医薬品類,2211,精神神経用薬,221101,解熱鎮痛薬
2,日用品,22,ＯＴＣ医薬品類,2211,精神神経用薬,221103,かぜ薬
2,日用品,22,ＯＴＣ医薬品類,2211,精神神経用薬,221105,鎮静薬・催眠鎮静薬
2,日用品,22,ＯＴＣ医薬品類,2211,精神神経用薬,221107,眠気防止剤
2,日用品,22,ＯＴＣ医薬品類,2211,精神神経用薬,221109,小児鎮静薬（小児五疳薬）
2,日用品,22,ＯＴＣ医薬品類,2211,精神神経用薬,221111,睡眠改善薬
2,日用品,22,ＯＴＣ医薬品類,2212,呼吸器官用薬,221201,鎮咳去たん薬
2,日用品,22,ＯＴＣ医薬品類,2212,呼吸器官用薬,221203,うがい薬
2,日用品,22,ＯＴＣ医薬品類,2213,循環器官用薬,221301,強心薬
2,日用品,22,ＯＴＣ医薬品類,2213,循環器官用薬,221303,高コレステロール低下薬
2,日用品,22,ＯＴＣ医薬品類,2213,循環器官用薬,221305,貧血用薬
2,日用品,22,ＯＴＣ医薬品類,2214,消化器官用薬,221401,胃腸薬
2,日用品,22,ＯＴＣ医薬品類,2214,消化器官用薬,221403,整腸薬
2,日用品,22,ＯＴＣ医薬品類,2214,消化器官用薬,221405,止しゃ薬（下痢止め）
2,日用品,22,ＯＴＣ医薬品類,2214,消化器官用薬,221407,胃腸鎮痛鎮痙薬
2,日用品,22,ＯＴＣ医薬品類,2214,消化器官用薬,221409,浣腸薬
2,日用品,22,ＯＴＣ医薬品類,2214,消化器官用薬,221411,便秘薬
2,日用品,22,ＯＴＣ医薬品類,2214,消化器官用薬,221413,駆虫薬
2,日用品,22,ＯＴＣ医薬品類,2215,アレルギー用薬,221501,内服アレルギー用薬
2,日用品,22,ＯＴＣ医薬品類,2216,感覚器官用薬,221601,目薬
2,日用品,22,ＯＴＣ医薬品類,2216,感覚器官用薬,221603,鼻炎用薬
2,日用品,22,ＯＴＣ医薬品類,2216,感覚器官用薬,221605,乗物酔い薬
2,日用品,22,ＯＴＣ医薬品類,2217,歯科口腔用薬,221701,口腔咽喉薬
2,日用品,22,ＯＴＣ医薬品類,2217,歯科口腔用薬,221703,口内炎用薬
2,日用品,22,ＯＴＣ医薬品類,2217,歯科口腔用薬,221705,歯痛・歯槽膿漏薬
2,日用品,22,ＯＴＣ医薬品類,2218,肛門用薬,221801,痔疾用薬
2,日用品,22,ＯＴＣ医薬品類,2219,外皮用薬,221901,外用殺菌消毒薬
2,日用品,22,ＯＴＣ医薬品類,2219,外皮用薬,221903,化膿性皮膚疾患用薬
2,日用品,22,ＯＴＣ医薬品類,2219,外皮用薬,221905,にきび治療薬
2,日用品,22,ＯＴＣ医薬品類,2219,外皮用薬,221907,外用鎮痛・消炎薬（貼付・塗布薬）
2,日用品,22,ＯＴＣ医薬品類,2219,外皮用薬,221909,外用湿疹・皮膚炎用薬
2,日用品,22,ＯＴＣ医薬品類,2219,外皮用薬,221911,かゆみ・虫さされ用薬
2,日用品,22,ＯＴＣ医薬品類,2219,外皮用薬,221913,しもやけ・あかぎれ用薬
2,日用品,22,ＯＴＣ医薬品類,2219,外皮用薬,221915,水虫・たむし用薬
2,日用品,22,ＯＴＣ医薬品類,2219,外皮用薬,221917,皮膚軟化薬（乾燥性皮膚用薬）
2,日用品,22,ＯＴＣ医薬品類,2219,外皮用薬,221919,うおのめ・たこ・いぼ用薬
2,日用品,22,ＯＴＣ医薬品類,2219,外皮用薬,221921,発毛・養毛薬
2,日用品,22,ＯＴＣ医薬品類,2219,外皮用薬,221923,シラミ駆除用薬
2,日用品,22,ＯＴＣ医薬品類,2219,外皮用薬,221925,絆創膏
2,日用品,22,ＯＴＣ医薬品類,2220,女性用薬,222001,女性用保健薬
2,日用品,22,ＯＴＣ医薬品類,2220,女性用薬,222005,膣カンジタ用薬
2,日用品,22,ＯＴＣ医薬品類,2221,ドリンク剤,222101,ドリンク剤
2,日用品,22,ＯＴＣ医薬品類,2221,ドリンク剤,222103,ミニドリンク剤
2,日用品,22,ＯＴＣ医薬品類,2222,ビタミン主薬製剤,222205,ビタミンＥ主薬製剤
2,日用品,22,ＯＴＣ医薬品類,2222,ビタミン主薬製剤,222207,ビタミンＢ１主薬製剤
2,日用品,22,ＯＴＣ医薬品類,2222,ビタミン主薬製剤,222209,ビタミンＢ２主薬製剤
2,日用品,22,ＯＴＣ医薬品類,2222,ビタミン主薬製剤,222213,ビタミンＢ１２主薬製剤
2,日用品,22,ＯＴＣ医薬品類,2222,ビタミン主薬製剤,222215,ビタミンＣ主薬製剤
2,日用品,22,ＯＴＣ医薬品類,2222,ビタミン主薬製剤,222217,ビタミンＡＤ主薬製剤
2,日用品,22,ＯＴＣ医薬品類,2222,ビタミン主薬製剤,222219,ビタミンＢ２Ｂ６主薬製剤
2,日用品,22,ＯＴＣ医薬品類,2222,ビタミン主薬製剤,222221,ビタミンＥＣ主薬製剤
2,日用品,22,ＯＴＣ医薬品類,2222,ビタミン主薬製剤,222223,ビタミンＢ１Ｂ６Ｂ１２主薬製剤
2,日用品,22,ＯＴＣ医薬品類,2223,ビタミン含有保健薬,222301,ビタミン含有保健薬
2,日用品,22,ＯＴＣ医薬品類,2224,その他の保健薬,222401,カルシウム主薬製剤
2,日用品,22,ＯＴＣ医薬品類,2224,その他の保健薬,222403,生薬主薬保健薬
2,日用品,22,ＯＴＣ医薬品類,2224,その他の保健薬,222405,薬用酒
2,日用品,22,ＯＴＣ医薬品類,2225,禁煙補助薬,222501,禁煙補助薬
2,日用品,22,ＯＴＣ医薬品類,2226,漢方薬・生薬製剤,222601,漢方薬１（あ行）
2,日用品,22,ＯＴＣ医薬品類,2226,漢方薬・生薬製剤,222602,漢方薬２（か行）
2,日用品,22,ＯＴＣ医薬品類,2226,漢方薬・生薬製剤,222603,漢方薬３（さ行）
2,日用品,22,ＯＴＣ医薬品類,2226,漢方薬・生薬製剤,222604,漢方薬４（た行）
2,日用品,22,ＯＴＣ医薬品類,2226,漢方薬・生薬製剤,222606,漢方薬６（は行）
2,日用品,22,ＯＴＣ医薬品類,2226,漢方薬・生薬製剤,222607,漢方薬７（ま行）
2,日用品,22,ＯＴＣ医薬品類,2226,漢方薬・生薬製剤,222608,漢方薬８（や?ら行）
2,日用品,22,ＯＴＣ医薬品類,2226,漢方薬・生薬製剤,222609,生薬製剤
2,日用品,22,ＯＴＣ医薬品類,2227,公衆衛生用薬,222701,殺虫薬
2,日用品,22,ＯＴＣ医薬品類,2227,公衆衛生用薬,222703,虫よけ薬
2,日用品,22,ＯＴＣ医薬品類,2228,一般用検査薬,222801,一般用検査薬
2,日用品,22,ＯＴＣ医薬品類,2241,かぜ関連（指定医薬部外品）,224101,鼻づまり改善（指定医薬部外品）
2,日用品,22,ＯＴＣ医薬品類,2241,かぜ関連（指定医薬部外品）,224103,のど清涼（指定医薬部外品）
2,日用品,22,ＯＴＣ医薬品類,2241,かぜ関連（指定医薬部外品）,224105,うがい（指定医薬部外品）
2,日用品,22,ＯＴＣ医薬品類,2242,胃腸関連（指定医薬部外品）,224201,健胃・消化（指定医薬部外品）
2,日用品,22,ＯＴＣ医薬品類,2242,胃腸関連（指定医薬部外品）,224203,整腸（指定医薬部外品）
2,日用品,22,ＯＴＣ医薬品類,2242,胃腸関連（指定医薬部外品）,224205,便秘（指定医薬部外品）
2,日用品,22,ＯＴＣ医薬品類,2243,目・鼻・口・のど関連（指定医薬部外品）,224301,コンタクトレンズ装着（指定医薬部外品）
2,日用品,22,ＯＴＣ医薬品類,2243,目・鼻・口・のど関連（指定医薬部外品）,224305,口・のど（指定医薬部外品）
2,日用品,22,ＯＴＣ医薬品類,2244,皮ふ関連（指定医薬部外品）,224401,殺菌消毒（指定医薬部外品）
2,日用品,22,ＯＴＣ医薬品類,2244,皮ふ関連（指定医薬部外品）,224405,ひび・しもやけ・あかぎれ（指定医薬部外品
2,日用品,22,ＯＴＣ医薬品類,2244,皮ふ関連（指定医薬部外品）,224407,かさつき・あれ（指定医薬部外品）
2,日用品,22,ＯＴＣ医薬品類,2244,皮ふ関連（指定医薬部外品）,224409,うおのめ・たこ（指定医薬部外品）
2,日用品,22,ＯＴＣ医薬品類,2245,滋養強壮関連（指定医薬部外品）,224501,ドリンク剤（指定医薬部外品）
2,日用品,22,ＯＴＣ医薬品類,2245,滋養強壮関連（指定医薬部外品）,224503,ミニドリンク剤（指定医薬部外品）
2,日用品,22,ＯＴＣ医薬品類,2245,滋養強壮関連（指定医薬部外品）,224507,ビタミンＣ（指定医薬部外品）
2,日用品,22,ＯＴＣ医薬品類,2245,滋養強壮関連（指定医薬部外品）,224511,ビタミン含有の滋養強壮（指定医薬部外品）
2,日用品,22,ＯＴＣ医薬品類,2245,滋養強壮関連（指定医薬部外品）,224513,カルシウム（指定医薬部外品）
2,日用品,22,ＯＴＣ医薬品類,2245,滋養強壮関連（指定医薬部外品）,224515,生薬主薬保健薬（指定医薬部外品）
2,日用品,22,ＯＴＣ医薬品類,2261,処方せん医薬品,226101,処方せん医薬品
2,日用品,22,ＯＴＣ医薬品類,2263,局方品,226301,局方品
2,日用品,23,化粧品,2321,基礎化粧品,232101,マッサージ・コールドクリーム
2,日用品,23,化粧品,2321,基礎化粧品,232103,メイク落とし
2,日用品,23,化粧品,2321,基礎化粧品,232105,洗顔料
2,日用品,23,化粧品,2321,基礎化粧品,232107,化粧水
2,日用品,23,化粧品,2321,基礎化粧品,232109,乳液
2,日用品,23,化粧品,2321,基礎化粧品,232111,美容液
2,日用品,23,化粧品,2321,基礎化粧品,232113,パック
2,日用品,23,化粧品,2321,基礎化粧品,232115,フェイスクリーム
2,日用品,23,化粧品,2322,メイクアップ化粧品,232201,化粧下地
2,日用品,23,化粧品,2322,メイクアップ化粧品,232203,コンシーラ
2,日用品,23,化粧品,2322,メイクアップ化粧品,232205,ファンデーション
2,日用品,23,化粧品,2322,メイクアップ化粧品,232207,フェイスパウダー
2,日用品,23,化粧品,2322,メイクアップ化粧品,232209,アイカラー
2,日用品,23,化粧品,2322,メイクアップ化粧品,232211,アイライナー
2,日用品,23,化粧品,2322,メイクアップ化粧品,232213,マスカラ
2,日用品,23,化粧品,2322,メイクアップ化粧品,232215,アイブロウ
2,日用品,23,化粧品,2322,メイクアップ化粧品,232217,チークカラー
2,日用品,23,化粧品,2322,メイクアップ化粧品,232219,リップカラー
2,日用品,23,化粧品,2322,メイクアップ化粧品,232221,ネイルカラー
2,日用品,23,化粧品,2323,ボディケア化粧品,232301,ボディローション・クリーム
2,日用品,23,化粧品,2323,ボディケア化粧品,232303,リップクリーム
2,日用品,23,化粧品,2323,ボディケア化粧品,232305,ハンドクリーム
2,日用品,23,化粧品,2323,ボディケア化粧品,232307,ＵＶケア
2,日用品,23,化粧品,2323,ボディケア化粧品,232309,むだ毛処理剤
2,日用品,23,化粧品,2323,ボディケア化粧品,232311,レッグ・フットケア
2,日用品,23,化粧品,2323,ボディケア化粧品,232313,制汗防臭剤
2,日用品,23,化粧品,2324,フレグランス,232401,香水
2,日用品,23,化粧品,2324,フレグランス,232403,トワレ
2,日用品,23,化粧品,2324,フレグランス,232405,コロン
2,日用品,23,化粧品,2325,インバスヘアケア,232501,シャンプー
2,日用品,23,化粧品,2325,インバスヘアケア,232503,ヘアリンス・コンディショナー
2,日用品,23,化粧品,2325,インバスヘアケア,232505,ヘアトリートメント・パック
2,日用品,23,化粧品,2326,ヘアメイク,232605,ブロー・スタイリング剤
2,日用品,23,化粧品,2326,ヘアメイク,232607,ヘアスプレー・ヘアグロス
2,日用品,23,化粧品,2326,ヘアメイク,232609,女性用ヘアトニック
2,日用品,23,化粧品,2326,ヘアメイク,232611,女性用育毛・養毛剤
2,日用品,23,化粧品,2326,ヘアメイク,232613,パーマ剤
2,日用品,23,化粧品,2327,ヘアカラー,232701,黒髪用カラーリング剤
2,日用品,23,化粧品,2327,ヘアカラー,232703,白髪用カラーリング剤
2,日用品,23,化粧品,2328,男性化粧品,232801,プレシェーブ・シェービング剤
2,日用品,23,化粧品,2328,男性化粧品,232803,男性用洗顔料・パック
2,日用品,23,化粧品,2328,男性化粧品,232805,男性用スキンローション
2,日用品,23,化粧品,2328,男性化粧品,232807,男性用スキンクリーム・ミルク
2,日用品,23,化粧品,2328,男性化粧品,232809,男性用メイクアップ
2,日用品,23,化粧品,2328,男性化粧品,232811,男性用ヘアトニック
2,日用品,23,化粧品,2328,男性化粧品,232813,男性用育毛・養毛剤
2,日用品,23,化粧品,2328,男性化粧品,232815,男性用ブロー・スタイリング剤
2,日用品,23,化粧品,2328,男性化粧品,232817,男性用ヘアスプレー・ヘアグロス
2,日用品,23,化粧品,2328,男性化粧品,232821,男性黒髪用カラーリング剤
2,日用品,23,化粧品,2328,男性化粧品,232823,男性白髪用カラーリング剤
2,日用品,23,化粧品,2328,男性化粧品,232825,男性用制汗防臭剤
2,日用品,23,化粧品,2328,男性化粧品,232827,男性用フレグランス
2,日用品,23,化粧品,2329,化粧小物,232901,カミソリ
2,日用品,23,化粧品,2329,化粧小物,232903,ヘア用化粧用具
2,日用品,23,化粧品,2329,化粧小物,232905,フェイス用化粧用具
2,日用品,23,化粧品,2329,化粧小物,232907,ネイル用化粧用具
2,日用品,23,化粧品,2329,化粧小物,232909,ボディ用化粧用具
2,日用品,24,家庭用品,2401,食品包装,240101,ラッピングフィルム
2,日用品,24,家庭用品,2401,食品包装,240103,アルミホイル
2,日用品,24,家庭用品,2402,掃除用品,240201,ゴミ袋
2,日用品,24,家庭用品,2402,掃除用品,240203,ほうき・はたき類
2,日用品,24,家庭用品,2402,掃除用品,240205,ちり取り
2,日用品,24,家庭用品,2402,掃除用品,240207,掃除用ブラシ
2,日用品,24,家庭用品,2402,掃除用品,240209,モップ・雑巾
2,日用品,24,家庭用品,2402,掃除用品,240211,バケツ・ペール
2,日用品,24,家庭用品,2402,掃除用品,240213,屑入れ
2,日用品,24,家庭用品,2403,洗濯・物干し用品,240301,洗濯用品
2,日用品,24,家庭用品,2403,洗濯・物干し用品,240303,物干し用品
2,日用品,24,家庭用品,2403,洗濯・物干し用品,240305,洗濯仕上げ用品
2,日用品,24,家庭用品,2404,台所用品,240401,ガスマット類
2,日用品,24,家庭用品,2404,台所用品,240403,ふきん・鍋つかみ類
2,日用品,24,家庭用品,2404,台所用品,240405,たわし・スポンジ
2,日用品,24,家庭用品,2404,台所用品,240407,ペーパーフィルター
2,日用品,24,家庭用品,2404,台所用品,240409,缶切り・栓抜き類
2,日用品,24,家庭用品,2404,台所用品,240411,流し用品
2,日用品,24,家庭用品,2404,台所用品,240413,キッチンペーパー
2,日用品,24,家庭用品,2405,浴室・トイレ用品,240501,浴室用品
2,日用品,24,家庭用品,2405,浴室・トイレ用品,240503,洗面用品
2,日用品,24,家庭用品,2405,浴室・トイレ用品,240505,身体洗い用品
2,日用品,24,家庭用品,2405,浴室・トイレ用品,240507,トイレ用品
2,日用品,24,家庭用品,2406,食卓用品,240601,食品調味料容器
2,日用品,24,家庭用品,2406,食卓用品,240603,卓上小物
2,日用品,24,家庭用品,2406,食卓用品,240605,箸
2,日用品,24,家庭用品,2406,食卓用品,240607,ナイフ・フォーク・スプーン
2,日用品,24,家庭用品,2406,食卓用品,240609,碗
2,日用品,24,家庭用品,2406,食卓用品,240611,皿
2,日用品,24,家庭用品,2406,食卓用品,240613,鉢・丼
2,日用品,24,家庭用品,2406,食卓用品,240615,コップ・グラス
2,日用品,24,家庭用品,2406,食卓用品,240617,湯呑・急須
2,日用品,24,家庭用品,2406,食卓用品,240619,土瓶・鉄瓶
2,日用品,24,家庭用品,2406,食卓用品,240621,徳利・盃
2,日用品,24,家庭用品,2406,食卓用品,240623,簡易食器
2,日用品,24,家庭用品,2406,食卓用品,240625,弁当箱・ウェア
2,日用品,24,家庭用品,2406,食卓用品,240627,魔法瓶・ジャー
2,日用品,24,家庭用品,2407,調理用品,240701,鍋・釜類
2,日用品,24,家庭用品,2407,調理用品,240703,やかん類
2,日用品,24,家庭用品,2407,調理用品,240705,フライパン類
2,日用品,24,家庭用品,2407,調理用品,240707,調理器物
2,日用品,24,家庭用品,2407,調理用品,240709,製菓用品
2,日用品,24,家庭用品,2408,リビング用品,240801,シート類
2,日用品,24,家庭用品,2408,リビング用品,240803,壁紙・障子紙
2,日用品,24,家庭用品,2408,リビング用品,240805,ハンガーボード・フック
2,日用品,24,家庭用品,2408,リビング用品,240807,ハンガー
2,日用品,24,家庭用品,2408,リビング用品,240809,リビング用テープ類
2,日用品,24,家庭用品,2408,リビング用品,240811,簡易収納ケース
2,日用品,24,家庭用品,2408,リビング用品,240813,テーブルクロス
2,日用品,24,家庭用品,2497,その他家庭用品,249701,線香
2,日用品,24,家庭用品,2497,その他家庭用品,249703,ローソク
2,日用品,24,家庭用品,2497,その他家庭用品,249705,かいろ・湯たんぽ
2,日用品,24,家庭用品,2497,その他家庭用品,249707,マッチ
2,日用品,24,家庭用品,2497,その他家庭用品,249709,ライター
2,日用品,24,家庭用品,2497,その他家庭用品,249711,喫煙用具
2,日用品,24,家庭用品,2497,その他家庭用品,249713,荷造り用品
2,日用品,24,家庭用品,2497,その他家庭用品,249715,家庭用手袋
2,日用品,24,家庭用品,2497,その他家庭用品,249717,裁縫・手芸用品
2,日用品,24,家庭用品,2497,その他家庭用品,249719,靴関連用品
2,日用品,25,ＤＩＹ用品,2501,建築・塗装用具,250101,大工用品
2,日用品,25,ＤＩＹ用品,2501,建築・塗装用具,250103,電動工具
2,日用品,25,ＤＩＹ用品,2501,建築・塗装用具,250105,塗装用具
2,日用品,25,ＤＩＹ用品,2502,建築・塗装材料,250201,建築・金具
2,日用品,25,ＤＩＹ用品,2502,建築・塗装材料,250203,木材
2,日用品,25,ＤＩＹ用品,2502,建築・塗装材料,250205,基礎材
2,日用品,25,ＤＩＹ用品,2502,建築・塗装材料,250207,塗装材料
2,日用品,25,ＤＩＹ用品,2502,建築・塗装材料,250209,接着剤
2,日用品,25,ＤＩＹ用品,2502,建築・塗装材料,250211,補修用品
2,日用品,25,ＤＩＹ用品,2503,ガス・水道部品,250301,ガス部品
2,日用品,25,ＤＩＹ用品,2503,ガス・水道部品,250303,水道部品
2,日用品,25,ＤＩＹ用品,2504,園芸用品,250401,園芸用殺虫剤
2,日用品,25,ＤＩＹ用品,2504,園芸用品,250403,肥料
2,日用品,25,ＤＩＹ用品,2504,園芸用品,250405,用土
2,日用品,25,ＤＩＹ用品,2504,園芸用品,250407,種・球根類
2,日用品,25,ＤＩＹ用品,2504,園芸用品,250409,鉢・フラワースタンド類
2,日用品,25,ＤＩＹ用品,2504,園芸用品,250411,園芸用具
2,日用品,25,ＤＩＹ用品,2504,園芸用品,250413,生花用品
2,日用品,26,ペット用品,2621,犬,262101,犬フード
2,日用品,26,ペット用品,2621,犬,262103,犬用品・用具
2,日用品,26,ペット用品,2621,犬,262105,犬用医薬品
2,日用品,26,ペット用品,2622,猫,262201,猫フード
2,日用品,26,ペット用品,2622,猫,262203,猫用品・用具
2,日用品,26,ペット用品,2622,猫,262205,猫用医薬品
2,日用品,26,ペット用品,2623,観賞魚,262301,観賞魚フード
2,日用品,26,ペット用品,2623,観賞魚,262303,観賞魚用品・用具
2,日用品,26,ペット用品,2623,観賞魚,262305,観賞魚医薬品
2,日用品,26,ペット用品,2623,観賞魚,262307,観賞魚生体
2,日用品,26,ペット用品,2624,小鳥,262401,小鳥フード
2,日用品,26,ペット用品,2624,小鳥,262403,小鳥用品・用具
2,日用品,26,ペット用品,2625,小動物,262501,小動物フード
2,日用品,26,ペット用品,2625,小動物,262503,小動物用品・用具
2,日用品,26,ペット用品,2626,昆虫,262601,昆虫フード
2,日用品,26,ペット用品,2626,昆虫,262603,昆虫用品・用具
2,日用品,26,ペット用品,2626,昆虫,262607,昆虫生体
2,日用品,26,ペット用品,2627,爬虫類・両生類,262701,爬虫類・両生類フード
2,日用品,26,ペット用品,2627,爬虫類・両生類,262703,爬虫類・両生類用品・用具
2,日用品,29,その他日用品,2901,日用贈答品,290101,日用贈答品
2,日用品,29,その他日用品,2903,フィルム,290301,写真用フィルム
2,日用品,29,その他日用品,2904,オーディオ・ビデオテ?プ,290405,ビデオテープ
